รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0292,กมลชนก ศรีสวัสดิ์,หญิง,17,ม.6,โรงเรียนขอนแก่นวิทยาลัย,085-7339057,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,292,2026-08-03,0.1,2430.0,ลงทะเบียนสำเร็จ,292.0,2430.0,พร้อมเพย์,2026-08-03,ชำระเงินแล้ว
STU0293,วรัญญา สุขสันต์,หญิง,18,ม.6,โรงเรียนขามแก่นนคร,083-2943817,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,293,2026-06-28,0.05,2660.0,ลงทะเบียนสำเร็จ,293.0,2660.0,เงินสด,2026-06-28,ชำระเงินแล้ว
STU0294,พัชรินทร์ ศรีวงศ์,หญิง,17,ม.6,โรงเรียนนครขอนแก่น,091-2910540,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,294,2026-07-08,0.0,2800.0,ลงทะเบียนสำเร็จ,294.0,2800.0,เงินสด,2026-07-08,ชำระเงินแล้ว
STU0295,วชิรวิทย์ มณีรัตน์,ชาย,16,ม.4,โรงเรียนขอนแก่นวิทยายน,084-3601709,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,295,2026-07-16,0.0,2800.0,ลงทะเบียนสำเร็จ,295.0,2800.0,พร้อมเพย์,2026-07-16,ชำระเงินแล้ว
STU0296,กัญญาวีร์ ศรีวิชัย,หญิง,17,ม.5,โรงเรียนนครขอนแก่น,087-9295160,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,296,2026-06-06,0.05,2660.0,ลงทะเบียนสำเร็จ,296.0,2660.0,บัตรเครดิต,2026-06-06,ชำระเงินแล้ว
STU0297,ศุภัคสร จันทร์แก้ว,หญิง,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),099-3793552,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,297,2026-07-01,0.05,2565.0,ลงทะเบียนสำเร็จ,297.0,2565.0,บัตรเครดิต,2026-07-01,ชำระเงินแล้ว
STU0298,ชญาดา วัฒนกุล,หญิง,15,ม.4,โรงเรียนขามแก่นนคร,094-9723656,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,298,2026-06-29,0.1,2880.0,ลงทะเบียนสำเร็จ,298.0,2880.0,บัตรเครดิต,2026-06-29,ชำระเงินแล้ว
STU0299,ชญาดา พงษ์ไพบูลย์,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,094-6503295,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,299,2026-08-08,0.05,2660.0,ลงทะเบียนสำเร็จ,299.0,2660.0,บัตรเครดิต,2026-08-08,ชำระเงินแล้ว
STU0300,ปวริศ วรรณศรี,ชาย,18,ม.6,โรงเรียนขามแก่นนคร,095-1757025,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,300,2026-06-17,0.0,2500.0,ลงทะเบียนสำเร็จ,300.0,2500.0,บัตรเครดิต,2026-06-17,ชำระเงินแล้ว
STU0301,กัญญาณัฐ ศรีบุญเรือง,หญิง,16,ม.4,โรงเรียนกัลยาณวัตร,095-2094593,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,301,2026-07-04,0.0,3400.0,ลงทะเบียนสำเร็จ,301.0,3400.0,พร้อมเพย์,2026-07-04,ชำระเงินแล้ว
STU0302,กิตติพงษ์ บุญชู,ชาย,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),088-4124316,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,302,2026-07-02,0.0,3400.0,ลงทะเบียนสำเร็จ,302.0,3400.0,โอนธนาคาร,2026-07-02,ชำระเงินแล้ว
STU0303,ธีรเดช ชัยมงคล,ชาย,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),093-3677375,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,303,2026-07-04,0.05,3040.0,ลงทะเบียนสำเร็จ,303.0,3040.0,โอนธนาคาร,2026-07-04,ชำระเงินแล้ว
STU0304,สุภัสสรา รัตนกุล,หญิง,17,ม.5,โรงเรียนขามแก่นนคร,091-2638792,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,304,2026-08-10,0.1,2520.0,ลงทะเบียนสำเร็จ,304.0,2520.0,บัตรเครดิต,2026-08-10,ชำระเงินแล้ว
STU0305,กวิน มณีรัตน์,ชาย,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,093-3026815,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,305,2026-07-01,0.1,3150.0,ลงทะเบียนสำเร็จ,305.0,3150.0,เงินสด,2026-07-01,ชำระเงินแล้ว
STU0306,สิรภพ ทองสุข,ชาย,15,ม.4,โรงเรียนขามแก่นนคร,084-5880208,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,306,2026-08-02,0.0,0.0,คอร์สเต็ม,,,,,
STU0307,ชญาดา สายทอง,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยายน,099-5254135,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,307,2026-06-16,0.0,2700.0,ลงทะเบียนสำเร็จ,306.0,2700.0,โอนธนาคาร,2026-06-16,ชำระเงินแล้ว
STU0308,เขมิกา สมบูรณ์,หญิง,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,097-2270956,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,308,2026-06-29,0.05,0.0,คอร์สเต็ม,,,,,
STU0309,กุลธิดา ธรรมวงศ์,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยายน,094-3686111,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,309,2026-08-05,0.0,3300.0,ลงทะเบียนสำเร็จ,307.0,3300.0,โอนธนาคาร,2026-08-05,ชำระเงินแล้ว
STU0310,ภัทรดนัย วัฒนกุล,ชาย,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,089-6141234,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,310,2026-06-07,0.05,3325.0,ลงทะเบียนสำเร็จ,308.0,3325.0,พร้อมเพย์,2026-06-07,ชำระเงินแล้ว
STU0311,ชนนท์ ศรีอุดม,ชาย,17,ม.5,โรงเรียนกัลยาณวัตร,097-8597270,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,311,2026-06-07,0.0,3300.0,ลงทะเบียนสำเร็จ,309.0,3300.0,เงินสด,2026-06-07,ชำระเงินแล้ว
STU0312,ณิชาภัทร แก้วใส,หญิง,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,093-4895452,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,312,2026-07-20,0.1,0.0,คอร์สเต็ม,,,,,
STU0313,กฤติน ธรรมรักษ์,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,081-2711365,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,313,2026-06-09,0.0,2700.0,ลงทะเบียนสำเร็จ,310.0,2700.0,บัตรเครดิต,2026-06-09,ชำระเงินแล้ว
STU0314,พีรวิชญ์ วงศ์ษา,ชาย,16,ม.4,โรงเรียนขอนแก่นวิทยายน,082-2138813,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,314,2026-06-27,0.1,0.0,คอร์สเต็ม,,,,,
STU0315,กฤติน พงษ์ไพบูลย์,ชาย,16,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,099-2295081,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,315,2026-06-17,0.0,2800.0,ลงทะเบียนสำเร็จ,311.0,2800.0,พร้อมเพย์,2026-06-17,ชำระเงินแล้ว
STU0316,ปภาวดี เจริญทรัพย์,หญิง,17,ม.6,โรงเรียนขามแก่นนคร,097-4313776,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,316,2026-07-15,0.0,0.0,คอร์สเต็ม,,,,,
STU0317,ศุภชัย ไพศาล,ชาย,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),097-1495662,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,317,2026-07-24,0.05,3040.0,ลงทะเบียนสำเร็จ,312.0,3040.0,พร้อมเพย์,2026-07-24,ชำระเงินแล้ว
STU0318,ธีรภัทร บุญธรรม,ชาย,16,ม.4,โรงเรียนกัลยาณวัตร,089-3535642,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,318,2026-06-02,0.1,2520.0,ลงทะเบียนสำเร็จ,313.0,2520.0,เงินสด,2026-06-02,ชำระเงินแล้ว
STU0319,ภูวดล บุญชู,ชาย,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,092-3844103,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,319,2026-06-18,0.05,2565.0,ลงทะเบียนสำเร็จ,314.0,2565.0,บัตรเครดิต,2026-06-18,ชำระเงินแล้ว
STU0320,ณัฐพงศ์ ทองดี,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),091-6046496,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,320,2026-07-03,0.1,2520.0,ลงทะเบียนสำเร็จ,315.0,2520.0,โอนธนาคาร,2026-07-03,ชำระเงินแล้ว
STU0321,ศุภกร บุญญฤทธิ์,ชาย,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,098-2393415,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,321,2026-08-14,0.0,3200.0,ลงทะเบียนสำเร็จ,316.0,3200.0,บัตรเครดิต,2026-08-14,ชำระเงินแล้ว
STU0322,นราวิชญ์ พรมมา,ชาย,16,ม.5,โรงเรียนกัลยาณวัตร,095-6881707,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,322,2026-06-19,0.05,2375.0,ลงทะเบียนสำเร็จ,317.0,2375.0,โอนธนาคาร,2026-06-19,ชำระเงินแล้ว
STU0323,ณัฐณิชา ศรีสุข,หญิง,16,ม.4,โรงเรียนกัลยาณวัตร,089-1802185,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,323,2026-08-06,0.05,3325.0,ลงทะเบียนสำเร็จ,318.0,3325.0,พร้อมเพย์,2026-08-06,ชำระเงินแล้ว
STU0324,พิชญ์สินี วงศ์ษา,หญิง,18,ม.6,โรงเรียนขอนแก่นวิทยาลัย,088-7949079,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,324,2026-06-21,0.1,2520.0,ลงทะเบียนสำเร็จ,319.0,2520.0,โอนธนาคาร,2026-06-21,ชำระเงินแล้ว
